source_name,source_link,event_id,event_date,event_title,event_description,location_description,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,max_rainfall_7d,elevation_m,slope_deg,location_accuracy_km,is_rain_triggered,landslide_size_encoded,FAOSOIL,DOMSOI
www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MjY4Nw%3D%3D-bSp8jh3okxw%3D,5273,2013-08-04 00:00:00,"Zhekuto, Nagaland","Incessant torrential rain, which began Sunday at around 11.30 p.m. has completely cut off Suruhuto town from the rest of the state. In a press release, NGZPMC joint secretary Hotoshe Sema said all three links connecting Zunheboto, Mokokchung and Tuensang have been cut off. Road to Zunheboto has been  blocked in 5-6 places and Mokokchung road has been blocked in two places near Zhekuto and Longsa. The valleys of Nanga (Dikhu), Phizo and Tizu, known as rice bowls of Suruhuto Area has been damaged by floods and landslides. Many terrace fields and canals have been washed away by flood. A team of Nanga (Dikhu) Greener Zone Project Management Committee (NGZPMC) who were on GPS mapping of Community Conserved Area (CCA) has been stranded at Nanga valley owing to flood. Log bridges connecting Phuye New/Old and Suruhuto/Surumi/Aichi Saghemi villages have been washed away. Travelers from Tuensang to Kohima/Dimapur via Suruhuto-Coco shortcut road have been requested to take the via Mokokchung rout","Zhekuto, Nagaland",landslide,monsoon,medium,unknown,0.0,0.0,India,IN,Nagaland,34021.0,Mokokchūng,16.2695,94.5497,26.1807,5.78,14.93,47.43,91.56,17.14,1650.0,31.579415431363547,5.0,True,2.0,Ao76-2/3c,Ao
Zee News,http://zeenews.india.com/news/north-east/eight-die-of-landslide-in-east-khasi-hills_1474744.html,6290,2014-09-23 03:00:00,Mawbah under Mawprem area,"Eight persons including a pregnant woman were buried alive under the debris after a massive landslide occurred in Mawbah under Mawprem area in Meghalaya's East Khasi Hills District, officials said.",Mawbah under Mawprem area,landslide,continuous_rain,small,urban,8.0,1.0,India,IN,Meghalaya,132842.0,Shillong,1.8982,91.8666,25.5772,73.98,252.28,349.11,400.48,106.85,1473.0,11.687392758994248,5.0,True,1.0,Ao74-2b,Ao
thehindu,http://www.thehindu.com/news/states/other-states/article600333.ece,2345,2010-08-27 18:00:00,"Daragaon(?), Gangtok city, Sikkim","Gangtok, August 28, 2010  Heavy rains triggering landslides has affected large parts of Sikkim in which one person was killed and many houses were damaged, officials said today.   In the State capital Gangtok, a massive landslide in the residential area below Daragaon damaged four buildings last evening, forcing evacuations from these structures.","Daragaon(?), Gangtok city, Sikkim",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Sikkim,30700.0,Gangtok,1.63012,88.6188,27.3392,11.94,39.91,93.81,197.06,24.76,1859.0,28.525829141462467,5.0,True,2.0,Bd32-2bc,Bd
Nagaland Post,http://nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA4NTE4Nw%3D%3D,7701,2015-08-19 15:00:00,Phesama,Over 200 vehicles were stranded along NH-29 Phesama landslide area for almost four hours on Wednesday.,Phesama,landslide,continuous_rain,medium,above_road,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,5.22778,94.1051,25.6278,8.1,17.36,37.6,106.62,12.95,1525.0,12.46880569721071,5.0,True,2.0,Ao76-2/3c,Ao
kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39058&typeid=1,211,2007-08-26 00:00:00,Tamenglong,"man killed along road cut, many events in this area affecting people and livestock, occurred at 5:30 pm",Tamenglong,mudslide,continuous_rain,medium,unknown,1.0,0.0,India,IN,Manipur,223523.0,Imphal,43.53546,93.55,24.9667,5.9,7.74,30.56,82.37,14.75,568.0,22.8550987968422,5.0,True,2.0,Bh16-2/3c,Bh
timesofindia.indiatimes,http://timesofindia.indiatimes.com/news/city/guwahati/Landslides-snap-road-links-in-Arunachal-district/articleshow/4916000.cms,1084,2009-08-12 00:00:00,"Upper Subansiri District, Arunanchal Pradesh",Torrential rain has triggered a series of landslides across Arunachal Pradesh. The worst affected by the deluge was the Upper Subansiri district which has been cut off from the rest of the country since August 12.,"Upper Subansiri District, Arunanchal Pradesh",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Arunachal Pradesh,7121.0,Bomdila,60.8421,92.8,27.7,17.32,32.27,50.39,101.58,17.32,2445.0,17.488372713621818,5.0,True,2.0,Ao80-2bc,Ao
Business Standard,http://www.business-standard.com/article/pti-stories/two-labourers-killed-in-landslide-115022000437_1.html,6786,2015-02-19 23:00:00,"Hailākāndi : Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.","Two labourers died while another was injured in a landslide in Assam's Hailakandi district, the police said today.",,landslide,mining,medium,mine,2.0,1.0,India,IN,Assam,31031.0,Hailākāndi,8.09941,92.562,24.6108,9.38,10.96,11.17,11.17,9.38,30.0,4.921340582296557,5.0,False,2.0,Ge53-3a,Ge
voiceofsikkim.com,http://voiceofsikkim.com/2010/04/18/rains-trigger-major-landslide-at-pani-house/,1755,2010-04-17 15:00:00,"Natl. Highway 31-A at Pani House(?), Gangtok","Much ahead of the Monsoon, Gangtok is already reeling under the ipact of incessant rains and resultant landslides.  The Gangtok traffic came to a stand still when a major landslide hit the road at Pani House this afternoon. The highway was blocked for several hours when a portion of the wall above Pani House came crashing down leaving hundreds of vehicle stranded off in the National Highway 31- A. It took almost an hour for Deorali OP Police and the local people to clear the debris for traffic.  However, no human causalities were reported except for the minor damage of a Mahindra Bolero which was parked below the landslide area. Besides, the rainwater entered into one of the hotels located at Pani House leaving the owner and the staff panic-stricken.","Natl. Highway 31-A at Pani House(?), Gangtok",landslide,downpour,small,unknown,0.0,0.0,India,IN,Sikkim,30700.0,Gangtok,1.00195,88.6083,27.3341,0.26,1.83,3.59,4.09,1.22,1449.0,24.49385858982577,5.0,True,1.0,Bd32-2bc,Bd
Business Standard,http://www.business-standard.com/article/news-ani/over-hundred-homes-displaced-due-to-landslide-in-meghalaya-116072100406_1.html,9124,2016-07-19 00:00:00,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",At least three houses were destroyed and over a hundred others displaced by a massive landslide near Sibbari in Meghalaya's South Garo Hills District. A large portion of a hill came sliding down on Tuesday at Rongthragittim Songittal village due to incessant rains in the region for over six days. Such was the force with which the portion of the hill came down that some of the displaced houses were pushed as far away as hundred meters from their original position. No causalities have been reported due to the incident.,"Rongthragittim Songittal village, near Sibbari, South Garo Hills District, Meghalaya, India",translational_slide,continuous_rain,large,natural_slope,0.0,0.0,India,IN,Meghalaya,79016.0,Netrakona,39.40241,90.5573,25.203,39.27,219.59,326.26,408.9,98.45,139.0,16.68948805959749,5.0,True,3.0,Nd2-2b,Nd
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides,4384,2012-06-03 00:00:00,"between Haflong and  Bagetar, Assam","Torrential rain in the Barail Hill range for the past many days triggered landslides at least five places along the Lumding-Silchar section of Northeast Frontier Railway (NFR) early on Sunday. Authorities have suspended and regulated services of all the trains in this 214-km section until tracks are cleared.   A senior official of NFR here said at around 3am on Sunday, a large amount of soil and mud, boulders and trees came down the Borail Hill on the tracks at five different places in Dima Hasao district. The affected places are between Harangajao and Mailongdisa, Bandarkhal and Chandranathpur, Maibang and Daotohaja, Lower Haflong and Bagetar and between Mahur and Migrendisa.","between Haflong and  Bagetar, Assam",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Assam,39982.0,Hāflong,1.50142,93.0123,25.1775,27.34,76.45,112.95,133.46,27.34,652.0,15.42307118570718,5.0,True,2.0,Ao76-2/3c,Ao
Business Standard,http://www.business-standard.com/article/pti-stories/rescue-operations-for-woman-swept-away-by-landslide-continue-114071500831_1.html,6143,2014-07-14 18:00:00,"Zembabawk, Aizawl","The State Disaster Response Force and volunteers from Falkland locality and other places continued their operation to search the body of a 30-year-old woman, swept away by a massive landslide last evening near Aizawl, despite inclement weather. Six persons, including Munna Begum, were inside a house at Falkland area of Zemabawk when the landslide swept it away, Aizawl district Additional SP Remsanga told PTI. A building construction worker Amar Hussein, from Duttapur in neighbouring Cachar district of Assam, had rented the house and was living there with two of his helpers while his wife Begum and two children recently joined them, he said. The landslide, during a heavy downpour, swept away the house and Begum was still missing while the two children sustained minor injuries, Remsanga added. Except her sarees, Begum was yet to be found and the volunteers suspected that the flash flood has swept her body to river Chite, he said.","Zembabawk, Aizawl",landslide,downpour,medium,unknown,1.0,2.0,India,IN,Mizoram,265331.0,Aizawl,2.92778,92.7463,23.7327,4.46,14.06,35.85,91.69,9.9,839.0,23.47891185858705,5.0,True,2.0,Bd61-2c,Bd
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-06-04/guwahati/32030359_1_barail-hill-harangajao-landslides,4383,2012-06-03 00:00:00,"between Maibang and Daotohaja, Assam","Torrential rain in the Barail Hill range for the past many days triggered landslides at least five places along the Lumding-Silchar section of Northeast Frontier Railway (NFR) early on Sunday. Authorities have suspended and regulated services of all the trains in this 214-km section until tracks are cleared.   A senior official of NFR here said at around 3am on Sunday, a large amount of soil and mud, boulders and trees came down the Borail Hill on the tracks at five different places in Dima Hasao district. The affected places are between Harangajao and Mailongdisa, Bandarkhal and Chandranathpur, Maibang and Daotohaja, Lower Haflong and Bagetar and between Mahur and Migrendisa.","between Maibang and Daotohaja, Assam",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Assam,8364.0,Maibong,1.26422,93.1265,25.3056,26.59,84.45,114.11,138.49,38.61,309.0,17.86684892489941,5.0,True,2.0,Ao76-2/3c,Ao
Nagaland Post,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA4MjI0OA%3D%3D,6990,2015-06-24 00:00:00,"New Land (""""New Colony"""")","Incessant rain and heavy downpour took its toll, in the form of huge landslide which destroyed several houses, properties and road connectivity affecting the normal and regular life of the residents here in New Colony, Zunheboto.","New Land (""""New Colony"""")",landslide,continuous_rain,medium,above_road,0.0,0.0,India,IN,Nagaland,29499.0,Zunheboto,7.81915,94.5466,26.0319,13.93,42.27,87.83,155.0,21.66,1554.0,40.77036050242681,5.0,True,2.0,Ao76-2/3c,Ao
thesop.org,http://thesop.org/story/20120701/woman-killed-in-guwahati-by-landslide.html,4426,2012-06-22 00:00:00,Lalunggaon near Gorchuk area,"On June 22, three people including two children of a family were killed in a landslide incident at Lalunggaon near Gorchuk area in the city.Thousands of families live at the bottom of 18 hills in the city. These families have allegedly encroached on the land of the hilly area.",Lalunggaon near Gorchuk area,landslide,downpour,medium,unknown,3.0,0.0,India,IN,Assam,899094.0,Guwahati,7.45913,91.7162,26.1226,43.46,79.73,89.48,224.68,43.46,72.0,15.288279133132818,5.0,True,2.0,Nd2-2b,Nd
Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,6288,2014-09-22 00:00:00,Noonmati,"On the other hand, several incidents of landslides were reported from Dhirenpara, Koinadhara, Gorhchuk, Noonmati and Pamohi.",Noonmati,landslide,rain,small,unknown,0.0,0.0,India,IN,Assam,899094.0,Guwahati,5.61963,91.7998,26.1985,126.76,191.59,231.7,266.59,126.76,82.0,10.286118871948458,5.0,True,1.0,Ao79-a,Ao
The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=oct0214/oth052,6222,2014-10-01 11:00:00,Karsingsa block point,"The incident occurred around 11 am when a group of commuters were crossing the Karsingsa block point on foot towards Banderdewa, the gateway of Arunachal capital, Itanagar, when a massive landslide hit the victims and buried them alive after dragging them for about 100 metres.  The killed have been identified as 22-year-old Gichik Yake (Tagru) and her husband Tagru Tassa (27) of Tali in Kurung Kumey district, Kamgouthang Kipgen (29) and Jhon Kipgen (16) – both hailing from Manipur, and eight-year-old boy Hriky Dekam (Tamin) from Daporijo, Upper Subansiri district. The police later brought the bodies to the Arunachal State Hospital morgue for identification and later handed them over to their relatives after completing all formalities.",Karsingsa block point,landslide,unknown,small,above_road,5.0,0.0,India,IN,Arunachal Pradesh,26912.0,Naharlagun,7.80995,93.7706,27.1249,0.0,0.01,81.07,271.83,34.68,157.0,30.203926293037487,5.0,False,1.0,Be82-a,Be
assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul3110/oth05,2163,2010-07-29 00:00:00,"Maram area in Senapati district, National Highway 39",Manipur’s National Highway 39 has been cut off from the rest of the region after a heavy landslide at Maram area in Senapati district. The Imphal-Mao section of the NH-39 has been cut off due to landslide at Maram bazaar following heavy rainfall in the last few days. The landslide took place on Thursday cutting off the road totally leaving many vehicles stranded on both sides of the stretch.,"Maram area in Senapati district, National Highway 39",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,28.26285,94.1054,25.4196,17.06,32.41,58.35,101.04,17.06,1400.0,22.47272827882763,5.0,True,2.0,Ao76-2/3c,Ao
The Northeast Today,http://www.northeasttoday.in/two-women-buried-alive-in-shillong-landslide/,8366,2015-09-23 15:00:00,"Shillong, Meghalaya, India","Two women were buried alive under a massive pile of debris following a landslide at Lamavilla area in Shillong, Meghalaya on Wednesday afternoon triggered by heavy rainfall over the past few days.  The incident occurred when a retaining wall collapsed onto the houses below. The deceased women have been identified as Meenu Thapa (40’s) and Karuna Shreshta (25). The deceased were tenants of one Bina Lama. A five-year-old child Aditya Shrestha sustained serious injuries and was rushed to the hospital.  Soon after the news of the landslide, a team from the State Disaster Response Force rushed to the spot and started relief works. Incidentally, Wednesday’s landslide comes exactly a year to the day when eight persons including a pregnant woman were buried alive following a massive landslide triggered by incessant rainfall in Mawbah locality in Shillong.  When contacted, East Khasi Hills Deputy Commissioner P.S. Dkhar said he has asked the Meghalaya Urban Development Authority to conduct an i","Shillong, Meghalaya, India",landslide,downpour,medium,natural_slope,2.0,1.0,India,IN,Meghalaya,132842.0,Shillong,1.85404,91.893,25.583,48.8,118.09,140.11,238.3,48.8,1445.0,7.211180224347258,5.0,True,2.0,Ao74-2b,Ao
