source_name,source_link,event_id,event_date,event_title,event_description,location_description,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,max_rainfall_7d,elevation_m,slope_deg,location_accuracy_km,is_rain_triggered,landslide_size_encoded,FAOSOIL,DOMSOI
Telegraph India,http://www.telegraphindia.com/1080616/jsp/northeast/story_9416169.jsp,587,2008-06-15 00:00:00,"Lakhimpur district, Bihpuria, Assam","heavy flooding and landslides in Assam and Arunachal Pradesh, difficult to determine if casualties were from flooding or landslides","Lakhimpur district, Bihpuria, Assam",landslide,downpour,medium,unknown,17.0,0.0,India,IN,Assam,59841.0,North Lakhimpur,0.75347,94.0989,27.2298,1.5,64.37,149.51,193.92,37.41,94.0,2.1247789427521147,25.0,True,2.0,Be82-a,Be
kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39138&typeid=2,220,2007-08-31 00:00:00,"Velnal village, Tamei sub-division and Toribari village (3 kilometer toward Tamei from Kangpokpi)","multiple events occurring over 3 days, isolated 70 villages along IT roadway","Velnal village, Tamei sub-division and Toribari village (3 kilometer toward Tamei from Kangpokpi)",landslide,rain,medium,unknown,0.0,0.0,India,IN,Manipur,223523.0,Imphal,36.09995,93.9667,25.1333,1.28,4.27,19.59,43.47,5.9,1008.0,2.1157468041581975,25.0,True,2.0,Ao76-2/3c,Ao
e-pao,http://www.e-pao.net/GP.asp?src=28..210810.aug10,2253,2010-08-15 23:00:00,"Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur","Since the Chingai-Quingai road has been sunk due to landslides at various points following heavy rainfall that occured twice during the past 20 days, nearly 5,000 villagers of five villages in the sub-division are facing the alarming possibility of starvation.  The road from Chingai to Quingai in Chingai sub-division of Ukhrul district connects Quingai, Chalou, New Tasom, Tasom CV and Tasom Khullen villages.  However, the road has been disconnected in various places due to heavy rainfall that occurred on the night between July 29 and 30 and again on the night of August 15 .  According to Secretary, Information and Publicity, Northern Raphei Students' Union (NRSU), HAS Thuingaleng, nearly 5,000 villagers of the said villages have been facing extreme hardship.  The wooden bridge over Rondei river had been washed away by the powerful current of the river disconnecting the road.  Moreover, landslides have occurred completely blocking the road at different places.  However, due to the heavy","Chingai-Kuingai(Quingai) route (16 kms), Chingai subdivision, Ukhrul district, Manipur",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Manipur,15118.0,Phek,39.51186,94.48265093,25.31006064,10.62,28.36,32.48,50.8,12.04,1528.0,30.18256697884878,25.0,True,2.0,Bh16-2/3c,Bh
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203177_1_young-mizo-association-aizawl-rescue-work,4857,2013-05-11 09:00:00,"Laipuitland , Aizawl, Mizoram",Landslides triggered by a cyclonic storm and heavy pre-monsoon rain claimed at least 10 lives and swept away nine houses in the northern part of Aizawl on Saturday morning. Seven more people are missing.,"Laipuitland , Aizawl, Mizoram",landslide,rain,large,unknown,15.0,0.0,India,IN,Mizoram,265331.0,Aizawl,0.10199,92.7175,23.7281,21.06,76.18,247.9,374.7,57.11,1075.0,8.496937956006335,25.0,True,3.0,Bd61-2c,Bd
Telegraph India,http://www.telegraphindia.com/1100605/jsp/northeast/story_12529386.jsp,1934,2010-06-03 05:00:00,Rongpur village under Bhairabhnagar panchayat in Karimganj district,"Two died and five others were injured yesterday around 5am when their bamboo huts were crushed in a mudslide on the foothills at Rongpur village under Bhairabhnagar panchayat in Karimganj district.  Sources in Karimganj police station today said the dead have been identified as Dhalai Mia, a 50-year-old farmer, and his youngest son Fakrul Islam, 12. The injured, including Mia’s wife Lesa Bibi, 45, and their granddaughter Nurana Begum, 5, are being treated in the nearby Ramkrishnanagar hospital.  The site of this mishap is about 85km from this town.  This is the third major landslide in the Barak valley in the past two years.",Rongpur village under Bhairabhnagar panchayat in Karimganj district,landslide,downpour,medium,unknown,2.0,0.0,India,IN,Assam,31031.0,Hailākāndi,20.39416,92.3814,24.6005,54.42,121.7,190.57,295.51,54.42,86.0,17.429220646877386,25.0,True,2.0,Ge53-3a,Ge
Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2426,2010-09-13 00:00:00,"Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram","Sep 15, 2010  AIZAWL: Lunglei-Lawngtlai road was also blocked by a heavy landslide at =hual\hu village this afternoon. The landslide also washed away the house of Vanlallawma. Luckily all the family members managed to run out of the house before the house collapsed with the pressure. A number of vehicles were stranded on both sides of the road. Among the stranded passengers, the Rajya Sabha Member, Mr. Lalhmingliana and some MNF Party leaders were also there. The Additional DC, Mr. T. Lalduhawma visited the landslide victim and promised that the government will give assistance to the family as per rule.","Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Mizoram,52728.0,Lunglei,21.89059,92.8416,22.7176,5.13,13.96,29.88,43.04,7.08,728.0,24.51559955702803,25.0,True,2.0,Bh16-2/3c,Bh
prokerala,http://www.prokerala.com/news/articles/a75292.html,1109,2009-08-20 00:00:00,Lumding-Badarpur section in North Cachar Hills district,"The rail services between rest of India and southern Assam, Tripura, Mizoram and Manipur have been suspended since Aug 20 following extensive landslides on the Lumding-Badarpur section in North Cachar Hills district",Lumding-Badarpur section in North Cachar Hills district,landslide,downpour,medium,unknown,0.0,0.0,India,IN,Assam,8364.0,Maibong,24.54328,93.1645,25.5215,12.55,40.34,100.43,157.1,29.93,278.0,3.2128253404789087,25.0,True,2.0,Ao76-2/3c,Ao
ukpress.google,http://ukpress.google.com/article/ALeqM5iM8gWKcS4OLf66hwzNMnaybAaZYA,585,2008-06-14 00:00:00,"Itanagar-Naharlagun, Arunachal Pradesh","bodies pulled from debris in and around Itnagar, 300 mud huts washed away at banks of Dikrong river","Itanagar-Naharlagun, Arunachal Pradesh",landslide,rain,large,unknown,21.0,0.0,India,IN,Arunachal Pradesh,44971.0,Itānagar,2.34889,93.6287,27.0998,42.4,85.43,148.59,254.87,42.4,406.0,7.160045497826495,25.0,True,3.0,Nd53-3bc,Nd
beacononline.wordpress,http://beacononline.wordpress.com/2008/08/31/landslide-victims-being-compensated/,755,2008-08-28 00:00:00,"Ranka, Sikkim and Louing road","most affected villages of block level are Pabing, Changram, Doksing and Thami Dara","Ranka, Sikkim and Louing road",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Sikkim,30700.0,Gangtok,1.28629,88.609,27.337,3.56,14.14,30.97,94.54,7.65,1540.0,12.901696398278036,25.0,True,2.0,Bd32-2bc,Bd
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-03-04/guwahati/31120923_1_booths-repoll-polling-stations,4241,2012-03-04 00:00:00,Tamei constituency in Tamenlong district,"Repolling in 63 booths under nine constituencies in the five hill districts of Senapati, Ukhrul, Churachandpur, Tamenglong and Chandel was held on Sunday amid heavy security with more than 60% turnout recorded. The exercise was supposed to be held in 67 booths but owing to heavy landslides triggered in the remote Tamei constituency in Tamenlong district, poll officials could not reach four booths forcing the Election Commission to defer the exercise till Monday.",Tamei constituency in Tamenlong district,landslide,unknown,medium,unknown,0.0,0.0,India,IN,Manipur,223523.0,Imphal,47.30334,93.6795,25.1604,0.04,8.26,13.66,13.84,5.81,1091.0,12.975482111654207,25.0,False,2.0,Bh16-2/3c,Bh
Hmar.net,http://hmar.net/?p=1870,322,2007-10-21 00:00:00,National Highway 53 at Nungba in Tamenglong district of Manipur,blocked road,National Highway 53 at Nungba in Tamenglong district of Manipur,landslide,rain,medium,unknown,0.0,0.0,India,IN,Assam,12871.0,Lakhipur,43.16287,93.4333,24.75,2.38,19.51,65.78,114.17,21.54,467.0,22.45952250962254,25.0,True,2.0,Bh16-2/3c,Bh
en.apa,http://en.apa.az/news.php?id=119178,1611,2010-04-01 00:00:00,"Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam","The latest disaster has come from Assam where three children aged 7, 5 and 2 were crushed to death after the side of a mountain slid onto their house in Cachar, wiping it out. Their parents, Deepak and Supriti Roy, who survived the catastrophe were seriously injured.  A torrential downpour — some 26 inches on the rain gauge — over the past few days loosened the earth leading to the tragedy at the reserved forest village of Paglanala under Dholai block in the state’s Cachar district.  In the reckless destruction of mountains — be it in the name of “development” or the creation of more “living space” — there have been instances of entire convoys of passenger traffic being stranded in the mountains of the region because of landslides.  As per media report of 2nd April 2010 a landslide at the reserved forest village of Paglanala under Dholai block in the Cachar district, Assam has led to the death of three children and serious injury to two persons. The landslide was preceded by torrential","Paglanala village, Dholai Block, near Dwarbandh locality of the district, Cachar district (could only find district) 45 km from Silchar, Assam",landslide,downpour,medium,unknown,3.0,0.0,India,IN,Assam,39982.0,Hāflong,1.49521,93.028,25.1553,40.47,104.47,158.73,163.85,40.47,573.0,23.25770246880801,25.0,True,2.0,Ao76-2/3c,Ao
youtube,http://www.youtube.com/watch?v=jHTtW2WaJGw,2182,2010-07-31 09:00:00,Dimapur-Imphal highway (NH 39) near Manipur,Heavy rains triggered a landslide along NH 30 near Imphal. The landslide blocked a 100 ft stretch of road and trucks and cars were stranded on either side. The landslide occurred in the morning. There has been significant deforestation in the area.,Dimapur-Imphal highway (NH 39) near Manipur,landslide,rain,medium,unknown,0.0,0.0,India,IN,Manipur,223523.0,Imphal,17.36482,93.8443,24.9356,17.28,60.98,86.61,142.16,24.02,849.0,0.926369172997235,25.0,True,2.0,Ao76-2/3c,Ao
morungexpress,http://www.morungexpress.com/frontpage/53726.html,2249,2010-08-14 00:00:00,"Kiphire-Tuensang rd, Nagaland","People cross a portion of the landslide area, along the National Highway 39, below Kohima, on Saturday, August 21, 2010. The calamities which affect the National Highway 39 started from August 7 after continuous heavy rainfall in the hilly state of Nagaland.   Almost all roads in Tuensang district including those connecting the district headquarters have become unpliable for both the Nagaland State Transport (NST) buses and private vehicles. Some of the roads worst hit by landslides and land-sinking are Tuensang-Shamatore road, Noklak-Tuensang road, Kiphire-Tuensang road and Tuensang-Mokokchung road. (Very unclear about the date, anytime between August 7th and August 21st)","Kiphire-Tuensang rd, Nagaland",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Nagaland,33748.0,Tuensang,20.67617,94.803,26.0814,11.86,53.09,65.68,97.18,26.51,944.0,36.44619065843627,25.0,True,2.0,Ao76-2/3c,Ao
kanglaonline,http://www.kanglaonline.com/index.php?template=headline&newsid=43189&typeid=1,760,2008-08-29 00:00:00,"Kohima, Nagaland","several colonies have been affected by the landslides, mudslides and sinking due to the incessant rains in the state capital Kohima","Kohima, Nagaland",complex,downpour,medium,unknown,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,0.67975,94.1066,25.67,5.84,16.36,22.51,95.89,9.09,1442.0,18.41213576563324,25.0,True,2.0,Ao76-2/3c,Ao
Telegraph India,http://www.telegraphindia.com/1100727/jsp/northeast/story_12728199.jsp,2140,2010-07-25 00:00:00,"road between Halfong and Redzol(?) or Silchar, Assam",Landslides coupled with lack of maintenance have cut off road link between Haflong and Silchar.  The situation became worse after a few spells of heavy rainfall during the past week.,"road between Halfong and Redzol(?) or Silchar, Assam",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Assam,152393.0,Silchar,24.4132,92.801,25.0477,3.43,18.78,96.12,168.55,33.45,169.0,26.744232985272472,25.0,True,2.0,Gd25-2a,Gd
Red Cross - Field reports,https://www-secure.ifrc.org/dmis/prepare/view_report.asp?ReportID=2987,147,2007-07-30 00:00:00,Lawngtlai,road networks disrupted,Lawngtlai,landslide,downpour,medium,unknown,0.0,0.0,India,IN,Mizoram,22654.0,Saiha,9.62825,92.899,22.533,0.31,3.17,25.87,139.49,9.27,801.0,15.868646633497285,25.0,True,2.0,Bh16-2/3c,Bh
Mizoram Express,http://mizoramexpress.com/index.php/2010/09/mizoram-landslides-kill-one-woman/,2424,2010-09-13 00:00:00,"near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram","Sep 15, 2010  AIZAWL: Aizawl-Champhai road also was blocked by landslides in two places near Tuivawl and Tuichang.  ZONET Champhai Corr. said, the road block near Tuivawl was cleared while men are still at work till in the afternoon to clear the road block near Tuichang.","near Tuivawl(?), Aizawl-Champhai rd, Aizawl district, Mizoram",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Mizoram,265331.0,Aizawl,26.45346,92.9296,23.591,5.92,10.64,23.16,44.72,5.92,802.0,14.408778587162091,25.0,True,2.0,Bh16-2/3c,Bh
e-Pao.net,http://www.e-pao.net/GP.asp?src=Snipp7..120907.sep07,255,2007-09-10 00:00:00,Wamkhu village along the Tengnoupal-Joupi road in Chandel district,"50 meter stretch on road, timing is unknown but it blocked traffic",Wamkhu village along the Tengnoupal-Joupi road in Chandel district,landslide,rain,medium,unknown,0.0,0.0,India,IN,Manipur,30418.0,Kakching,29.41705,94.0691,24.2451,0.73,10.16,46.05,51.86,13.56,1281.0,25.95439328643043,25.0,True,2.0,Bh16-2/3c,Bh
beacononline.wordpress,http://beacononline.wordpress.com/2009/08/25/kalimpong-highway-doom-for-hill-economy/,1112,2009-08-20 00:00:00,"NH31A, Mile 27 near Rambi","Vehicles ply on 27 Mile, a landslide-affected stretch of NH31A, after fresh mudslide on Monday. The rain-triggered landslides and cave-ins have reduced the highway to a potholed and slushy track at numerous places, leading to frequent traffic jams and increase in travel time from two hours to more than double for Siliguri-bound vehicles from here on National Highway 31-A, lifeline for Sikkim and Kalimpong At least 10 places along the Highway had been hit by landslides, triggered by torrential rains over the past week. All these stretches, except Mile 27 area near Rambi have been cleared by the Border Roads Organisation (BRO).","NH31A, Mile 27 near Rambi",mudslide,downpour,medium,unknown,0.0,0.0,India,IN,Sikkim,4026.0,Rangpo,0.50251,88.5287,27.1761,47.06,120.65,200.19,260.94,47.06,296.0,10.768510295209571,25.0,True,2.0,Bd32-2bc,Bd
kanglaonline.com,http://kanglaonline.com/2011/06/two-children-claimed-by-landslide-at-tamenglong/,3560,2011-05-31 14:30:00,"Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur","June 1, 2011  A major landslide at Tamenglong has reportedly claimed two lives yesterday. According to a source, two members of a family, a brother and a sister were killed in a massive landslide at the Gaoilung village, Tamenlong ward No. 4 yesterday afternoon at around 2:30 pm.  The deceased brother and sisters were identified as one Masamdingliu, 13 and Mathemsonang, 8 children of Dr. Kiulang originally hailing from Dilong village.  According to the source, the siblings were killed while there house was dragged along by the land slide, triggered by torrential rain yesterday.","Gaoilung(Gadailong) village(?), Ward 4(?), Tamenglong, Manipur",landslide,downpour,medium,unknown,2.0,0.0,India,IN,Manipur,223523.0,Imphal,35.52835,93.5935,24.8286,15.72,45.38,50.95,196.32,16.66,729.0,37.974740545343984,50.0,True,2.0,Bh16-2/3c,Bh
thestatesman.net,http://www.thestatesman.net/page.news.php?clid=10&theme=&usrsess=1&id=164069,141,2007-07-26 00:00:00,Singtam,closest to predicted location of Shillong (397.72 km),Singtam,landslide,rain,medium,unknown,0.0,0.0,India,IN,Meghalaya,11090.0,Cherrapunji,19.36242,91.88,25.38,34.95,113.14,176.0,316.18,48.66,1305.0,40.39713922078188,50.0,True,2.0,Ao78-3c,Ao
The Hindu,http://www.thehindu.com/news/national/other-states/fresh-mudslides-affect-traffic-in-nagalandmanipur/article4928261.ece,5122,2013-07-17 00:00:00,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",Fresh mudslides were reported in some parts of Nagaland affecting the vehicular movements in Nagaland and Manipur. The mudslides had buried some portions of highways 2 and 29 on Tuesday. An 80 metre long breach at NH 2 near Kohima has disrupted all vehicular movements cutting off Manipur. Officials said that most of the debris were cleared by Wednesday night and vehicular movement restored. There will be free flow of traffic unless there is fresh rain.,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",mudslide,rain,medium,unknown,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,19.79639,93.9413,25.7658,5.65,24.17,83.82,142.35,32.24,808.0,44.2276920510005,50.0,True,2.0,Ao76-2/3c,Ao
Sikkim times.com,http://www.thestatesman.net/page.arcview.php?clid=10&id=184730&usrsess=1,78,2007-05-23 00:00:00,"Pangthang, on road b/t Gangtok and North Sikkim",along highway,"Pangthang, on road b/t Gangtok and North Sikkim",landslide,rain,medium,unknown,0.0,0.0,India,IN,Sikkim,30700.0,Gangtok,1.48585,88.6069,27.3383,0.09,2.4,28.81,51.69,16.77,1514.0,14.993125541982852,50.0,True,2.0,Bd32-2bc,Bd
kanglaonline.com,http://www.kanglaonline.com/index.php?template=headline&newsid=39255&typeid=1,258,2007-09-11 00:00:00,"NH-39 at Imphal-Moreh section, Lokchao largest event","multiple landslides (6 locations) along NH 39, blocked traffic","NH-39 at Imphal-Moreh section, Lokchao largest event",landslide,rain,medium,unknown,3.0,0.0,India,IN,Manipur,30418.0,Kakching,10.89373,94.0564,24.4279,6.06,13.55,105.1,125.51,33.58,895.0,8.395047652311604,50.0,True,2.0,Ao76-2/3c,Ao
E-PAO,http://e-pao.net/GP.asp?src=Snipp16..250715.jul15,7279,2015-07-24 00:00:00,Tamenglong Ward No-IV,"Due to incessant rainfalls in the last few days, a huge mudslide occurred on Friday which destroyed a garage along with a Bolero jeep and other belongings of one Namthiurai Daimei of Tamenglong Ward No-IV.",Tamenglong Ward No-IV,mudslide,monsoon,medium,other,0.0,0.0,India,IN,Manipur,7176.0,Mahur,46.17661,93.5142,24.9818,14.94,43.33,119.51,201.92,20.98,1249.0,3.700645055238003,50.0,True,2.0,Bh16-2/3c,Bh
The Hindu,http://www.thehindu.com/news/national/other-states/fresh-mudslides-affect-traffic-in-nagalandmanipur/article4928261.ece,5123,2013-07-17 00:00:00,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima",Fresh mudslides were reported in some parts of Nagaland affecting the vehicular movements in Nagaland and Manipur. The mudslides had buried some portions of highways 2 and 29 on Tuesday. An 80 metre long breach at NH 2 near Kohima has disrupted all vehicular movements cutting off Manipur. Officials said that most of the debris were cleared by Wednesday night and vehicular movement restored. There will be free flow of traffic unless there is fresh rain.,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima",mudslide,rain,medium,unknown,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,4.81849,94.0885,25.7131,3.66,25.34,116.75,188.57,51.78,1413.0,25.132660081730556,50.0,True,2.0,Ao76-2/3c,Ao
morungexpress,http://www.morungexpress.com/local/67492.html,3663,2011-06-28 00:00:00,"Ruzapfu valley, Kikruma Village, Phek District, Nagaland","Kikruma | June 28 : Following the heavy down-pour of incessant monsoon rain for the last few weeks, paddy fields belonging to six families at Ruzapfu valley, Kikruma Village under Phek District have submerged under overflowing streams. The relentless rain has caused massive landslides and mudslides damaging paddy and also partially affecting the NH-129. Kikruma Village is located some 50 Kms away from Kohima Talking to The Morung Express, Kasahi Vero one of the affected paddy field owner stated, “The water in the streams and rivulets at the adjoining areas has carried downstream the mud and wrought havoc and calamity by destroying major portion of already planted paddy fields at Ruzapfu valley.” Earlier, it was reported that on June 21 last, the threat caused by the rainfall was beyond human control and the farmers suffered heavy loses, approximately estimated to be worth more than five lakh rupees. It is to be noted that the annual yield of paddy was roughly measured around 200 head l","Ruzapfu valley, Kikruma Village, Phek District, Nagaland",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,0.72537,94.1099,25.6682,10.59,57.37,84.92,135.97,25.25,1428.0,12.471496205387888,50.0,True,2.0,Ao76-2/3c,Ao
sindhtoday,http://www.sindhtoday.net/south-asia/32058.htm,870,2008-10-29 00:00:00,"West Kameng, Arunachal Pradesh",So far about 12 people have died in separate incidents. Most victims died after hillocks caved in on their houses or they were washed away in flash floods caused by unseasonal heavy rains for the past four days,"West Kameng, Arunachal Pradesh",mudslide,downpour,medium,unknown,12.0,0.0,India,IN,Arunachal Pradesh,7121.0,Bomdila,16.71177,92.35,27.4,0.0,24.16,33.78,33.8,22.16,2622.0,27.60616139709439,50.0,True,2.0,Ao80-2bc,Ao
dnaindia,http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237,2574,2010-10-09 00:00:00,"between Mahur and Maigrandisa(?) or Lumding, Assam","Meanwhile, rail communication has been disrupted with landslides affecting railway tracks at 28 places between Mahur and Maigrandisa in the Lumding-Silchar section with 40metres of track completely washed away.  NF railways have suspended rail services in the section till the tracks can be repaired and restored.","between Mahur and Maigrandisa(?) or Lumding, Assam",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Assam,8364.0,Maibong,19.26104,93.1477,25.4749,26.53,110.95,121.17,143.76,58.94,147.0,3.5885571438036794,50.0,True,2.0,Ao76-2/3c,Ao
e-pao.net,http://e-pao.net/GP.asp?src=Snipp3..100610.jun10,1961,2010-06-09 14:15:00,"Ishok Chingphu(?), Bishnupur, Assam","Imphal, June 09 2010: Three houses were damaged in mudslide from the hill at Ishok Chingphu in Bishnupur district today causing damaged to properties worth around Rs 2 lakh.  The collapsed houses belonged to Pukhrambam Rame son of Chaoba, Huidrom Shamu and Naorem Bisheshwar.  Most part of the house of Rame had been destroyed in the mudslide occurred at about 2.15 pm.","Ishok Chingphu(?), Bishnupur, Assam",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Meghalaya,25758.0,Nongstoin,41.26849,91.2,25.8833,21.72,69.05,217.88,330.9,76.74,252.0,26.701404884610746,50.0,True,2.0,Nd2-2b,Nd
dnaindia,http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237,2575,2010-10-09 00:00:00,"road between Haflong and Lanka, Assam","Road communication, too, has been disrupted in the district with the road connecting Haflong and Lanka severely damaged, sources said.","road between Haflong and Lanka, Assam",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Assam,8364.0,Maibong,28.77268,92.9914,25.5242,26.53,110.95,121.17,143.76,58.94,156.0,16.865567463034814,50.0,True,2.0,Ao76-2/3c,Ao
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-28/guwahati/40848148_1_daporijo-upper-subansiri-landslides,4892,2013-06-01 00:00:00,Upper Subansiri,"The Daporijo district headquarters is cut off from other circle headquarters of UpperSubansiri for the last two months due to landslides. Massive landslides triggered by heavy rainfall have blocked roads at numerous points, cutting off more than 60 villages under Gusar and Giba circles. There is acute shortage of essential items in the two circles, a source said here on Saturday. A samiti member of Tator Tani-V under Gusar Anchal block said about 3,000 people of the entire Tator Bango area have been affected by the choking of the lone PWD road. The authorities could not clear the road due to shortage of men and machinery, he said.",Upper Subansiri,landslide,downpour,large,unknown,0.0,0.0,India,IN,Arunachal Pradesh,4157.0,Bāsār,45.49031,94.25,27.8776,10.89,21.72,51.05,85.68,12.63,945.0,42.26732210621416,50.0,True,3.0,Ao80-2bc,Ao
e-Pao.net,http://www.e-pao.net/GP.asp?src=5..211007.oct07,319,2007-10-19 00:00:00,"Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur","occurred at 3 places along road (23 km), unsure of exact date within past 5 days","Maram-Purul Road, Karong Assembly Constituency of Senapati district, Manipur",landslide,rain,medium,unknown,0.0,0.0,India,IN,Nagaland,92113.0,Kohima,26.23523,94.1162,25.4379,4.3,5.51,37.4,69.66,19.42,1497.0,16.038678192026104,50.0,True,2.0,Ao76-2/3c,Ao
assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul3011/oth05,3840,2011-07-25 00:00:00,Manipur,"Manipur road links restored Sobhapati Samom  IMPHAL, July 29 – Road links to Manipur, which remained cut off from the rest of the country since the last three days following heavy landslides on the National Highways, has been re-opened on Thursday.  However, repairs of the road at the landslide prone Maram bazaar stretch of Imphal-Dimapur sector of the National Highway 2 (formerly known as NH 39) in Senapati district would take some time.  With the opening of the State’s life line, the 300 stranded goods laden trucks have resumed their journey for their destinations in the afternoon today.  But the more than 4,000 residents of Maram bazaar, a small hill town located on the highway are facing scarcity of potable water after the landslide buried the water supply pipelines.  “We have been buying water at the rate of Rs 20 per 40 litre tin since the last three weeks”, Kunjeshwori, a fish vendor at Maram Bazar said.  Economic blockade: An economic blockade on the two national highways – NH",Manipur,landslide,downpour,medium,unknown,0.0,0.0,India,IN,Manipur,22159.0,Mayāng Imphāl,8.94757,93.9157,24.6869,2.86,6.69,86.47,208.01,35.46,777.0,0.0,50.0,True,2.0,Gh12-2a,Gh
E-PAO,http://e-pao.net/GP.asp?src=1..020815.aug15,7387,2015-08-01 00:00:00,Imphal-Ukhrul road,,Imphal-Ukhrul road,landslide,continuous_rain,small,below_road,0.0,0.0,India,IN,Manipur,223523.0,Imphal,31.83231,94.2156,24.954,4.9,104.34,121.77,213.52,79.86,926.0,20.94185253514824,50.0,True,1.0,Ao76-2/3c,Ao
timesofindia.indiatimes,http://timesofindia.indiatimes.com/Landslides-snap-road-links-in-Dibang-Valley/articleshow/12601499.cms,4313,2012-04-08 00:00:00,"Endulin Nallah, Mayodia, 17-camp, 83-camp","ITANAGAR: Surface communication to Dibang Valley district in Arunachal Pradesh is cut off for the past few days following landslides at various locations of the Anini-Roing Road. Heavy landsides occurred at many locations, including Endulin Nallah, Mayodia, 17-camp, 83-camp. The whole 120-km stretch of road between Mayudia and Endulin has been hit by landslides and it is feared that the situation may aggravate further if the downpour continues for a few more days. The BRO has pressed its men and machineries into service. However, considering massive landslides in many locations, the restoration of road link may take some more time, a source said. The event occured over the past few days, date uncertain.","Endulin Nallah, Mayodia, 17-camp, 83-camp",landslide,downpour,medium,unknown,0.0,0.0,India,IN,Arunachal Pradesh,14927.0,Tezu,66.76148,95.86,28.4659,3.12,12.66,15.87,48.39,5.65,1066.0,27.396267400283048,50.0,True,2.0,I-Af-Bd-2c,I
www.thehindu.com,http://www.thehindu.com/news/national/other-states/landslides-after-heavy-premonsoon-rain-in-mizoram/article4695784.ece,4845,2013-05-07 00:00:00,"Kolasib, Saiha, Mizoram,","A large number of villages in Mizoram have become inaccessible after landslides, triggered by heavy and incessant pre-monsoon rains that have been lashing the state since Saturday, have blocked the roads, official sources said on Wednesday. The landslides blocked the Champai road in Saiha district which connects the capital town with the Mizoram-Myanmar border.","Kolasib, Saiha, Mizoram,",mudslide,rain,medium,unknown,0.0,0.0,India,IN,Mizoram,25000.0,Kolasib,0.90447,92.6755,24.2315,55.11,132.57,243.11,277.92,55.11,672.0,5.527812889706318,50.0,True,2.0,Bd61-2c,Bd
rttnews,http://www.rttnews.com/ArticleView.aspx?Id=758386&SMap=1,869,2008-10-29 00:00:00,North Lakhimpur ,"flooding and landslides, Floods and landslides caused by heavy rains over the last three days have killed at least seven people and displaced thousands more in the northeastern states of India",North Lakhimpur ,landslide,downpour,medium,unknown,0.0,0.0,India,IN,Assam,59841.0,North Lakhimpur,1.31739,94.1167,27.2333,0.0,19.84,31.21,31.26,17.71,87.0,2.2793545475188526,50.0,True,2.0,Be82-a,Be
